STATION,STATION_NAME,DATE,QGAG,QPCP
COOP:426414,OGDEN SUGAR FACTORY UT US,20130111 03:15,0.95,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130111 16:15,0.96,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130112 05:45,0.97,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130124 12:15,0.98,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130125 11:15,0.99,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130127 12:15,1.00,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130127 12:45,1.01,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130127 13:15,1.02,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130127 14:45,1.03,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130128 11:00,1.04,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130129 01:45,1.05,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130129 03:45,1.06,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130129 07:15,1.07,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130129 11:45,1.08,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130130 07:30,1.09,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130131 23:45,1.09,-9999
COOP:426414,OGDEN SUGAR FACTORY UT US,20130201 00:00,1.09,-9999
COOP:426414,OGDEN SUGAR FACTORY UT US,20130201 00:15,0.00,0.00
COOP:426414,OGDEN SUGAR FACTORY UT US,20130208 16:00,1.10,-9999
COOP:426414,OGDEN SUGAR FACTORY UT US,20130209 09:45,1.11,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130210 02:45,1.12,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130223 11:00,1.13,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130223 12:30,1.14,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130223 13:45,1.15,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130223 14:45,1.16,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130228 23:45,1.16,-9999
COOP:426414,OGDEN SUGAR FACTORY UT US,20130301 00:00,1.16,-9999
COOP:426414,OGDEN SUGAR FACTORY UT US,20130301 00:15,1.16,0.00
COOP:426414,OGDEN SUGAR FACTORY UT US,20130303 09:15,1.17,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130308 06:15,1.18,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130320 23:30,1.19,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130321 00:45,1.20,0.10
COOP:426414,OGDEN SUGAR FACTORY UT US,20130327 12:00,1.21,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130101 00:00,0.95,-9999
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130101 00:15,0.00,0.00
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130110 15:30,0.96,-9999
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130110 16:45,0.97,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130110 17:45,0.98,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130110 19:15,0.99,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130110 21:15,1.00,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130110 23:45,1.01,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130111 01:45,1.02,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130111 04:00,1.03,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130111 12:00,1.04,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130111 19:15,1.05,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130112 05:00,1.06,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130112 11:45,1.07,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130125 12:15,1.08,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130127 12:45,1.09,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130127 14:30,1.10,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130127 15:15,1.11,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130127 16:00,1.12,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130127 16:30,1.13,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130127 17:15,1.14,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130127 19:30,1.15,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130128 10:15,1.16,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130128 11:00,1.17,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130129 08:15,1.18,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130130 06:00,1.19,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130130 10:30,1.20,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130131 23:45,1.20,-9999
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130201 00:00,1.20,-9999
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130201 00:15,0.00,0.00
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130208 14:45,1.21,-9999
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130209 16:15,1.22,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130209 18:45,1.23,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130210 00:15,1.24,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130210 11:45,1.25,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130220 22:30,1.26,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130221 02:00,1.27,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130222 05:45,1.28,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130223 09:45,1.29,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130223 10:30,1.30,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130223 12:00,1.31,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130223 19:30,1.32,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130228 23:45,1.32,-9999
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130301 00:00,1.32,-9999
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130301 00:15,1.32,0.00
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130303 07:30,1.33,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130303 10:00,1.34,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130303 12:00,1.35,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130303 16:45,1.36,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130312 11:30,0.24,-9999
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130312 11:45,0.25,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130321 06:45,0.26,0.10
COOP:420820,BOUNTIFUL VAL VERDA UT US,20130322 11:45,0.27,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130101 00:00,0.86,-9999
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130101 00:15,0.00,0.00
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130101 10:30,0.87,-9999
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130111 00:15,0.88,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130124 05:15,0.89,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130124 10:15,0.90,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130124 19:00,0.91,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130127 10:30,0.92,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130127 11:45,0.93,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130127 13:30,0.94,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130127 16:15,0.95,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130128 12:15,0.96,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130128 13:15,0.97,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130130 11:30,0.98,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130131 23:45,0.98,-9999
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130201 00:00,0.98,-9999
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130201 00:15,0.00,0.00
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130209 14:30,0.99,-9999
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130210 06:30,1.00,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130223 10:00,1.01,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130228 23:45,1.01,-9999
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130301 00:00,1.01,-9999
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130301 00:15,1.01,0.00
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130303 09:00,1.02,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130303 15:00,1.03,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130306 21:15,1.04,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130307 09:15,1.05,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130313 13:00,-9999,999.99
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130313 13:30,-9999,999.99
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130313 13:45,0.22,-9999
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130320 10:00,0.23,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130321 00:30,0.24,0.10
COOP:425194,LOGAN 5 SW EXPERIMENTAL FARM UT US,20130324 12:45,0.25,0.10
